@relation 'Feature Vector'

@attribute SourceMethodLength numeric
@attribute SourceAssignmentCount numeric
@attribute SourceIfCount numeric
@attribute SourceIteratorCount numeric
@attribute SourceSwitchCount numeric
@attribute SourceCaseCount numeric
@attribute SourceReturnCount numeric
@attribute SourceTryStatementCount numeric
@attribute SourceDeclaredVariableCount numeric
@attribute SourceExpressionCount numeric
@attribute SourceDistinctTypeCount numeric
@attribute TargetMethodLength numeric
@attribute TargetAssignmentCount numeric
@attribute TargetIfCount numeric
@attribute TargetIteratorCount numeric
@attribute TargetSwitchCount numeric
@attribute TargetCaseCount numeric
@attribute TargetReturnCount numeric
@attribute TargetTryStatementCount numeric
@attribute TargetDeclaredVariableCount numeric
@attribute TargetExpressionCount numeric
@attribute TargetDistinctTypeCount numeric
@attribute @@class@@ {TYPE1,TYPE2,VST3,ST3,MT3,WT3,nonmatch}

@data
34,3,2,1,0,0,1,2,7,18,8,33,1,2,2,0,0,1,0,9,24,13,WT3
6,0,2,1,0,0,3,0,3,1,3,6,0,2,1,0,0,3,0,3,1,3,TYPE1
28,4,3,1,0,0,0,1,8,18,10,6,0,0,0,0,0,1,0,1,3,4,WT3
17,3,0,0,0,0,1,1,4,11,5,14,1,0,0,0,0,1,2,1,3,6,WT3
38,5,3,0,0,0,1,3,4,19,6,119,26,7,2,0,0,0,2,45,84,26,WT3
114,9,11,9,0,0,3,1,29,68,12,47,9,5,1,0,0,1,2,8,16,16,WT3
7,0,0,0,0,0,1,0,3,4,7,19,1,1,0,0,0,1,1,4,6,8,WT3
182,63,12,6,0,0,3,5,55,136,32,30,3,5,3,0,0,1,0,8,14,11,WT3
9,1,0,0,0,0,0,1,1,4,4,13,1,2,0,0,0,0,0,3,6,9,WT3
20,0,0,0,0,0,0,0,7,18,13,13,0,1,0,0,0,1,0,6,7,6,WT3
30,2,2,1,0,0,0,1,10,24,12,18,3,1,0,0,0,3,1,4,10,6,WT3
83,4,11,2,0,0,3,2,11,45,14,25,0,2,2,0,0,1,1,9,12,9,WT3
15,2,1,1,0,0,0,0,3,8,8,32,6,0,2,0,0,2,1,9,21,13,WT3
12,1,0,0,0,0,1,1,3,6,4,10,1,0,0,0,0,1,1,2,4,3,MT3
53,13,11,0,0,0,4,1,12,34,9,63,5,0,0,0,0,1,6,9,37,18,WT3
24,1,1,0,0,0,2,1,7,15,12,27,0,0,0,0,0,4,1,5,15,10,WT3
18,1,3,1,0,0,0,1,5,9,8,27,4,0,1,0,0,1,3,5,12,15,WT3
10,1,1,0,0,0,0,1,0,2,7,98,9,1,0,0,0,0,1,16,85,14,WT3
14,0,3,0,0,0,4,0,2,2,4,18,5,4,1,0,0,2,0,5,10,2,WT3
20,0,0,0,0,0,0,0,7,18,13,27,4,0,1,0,0,1,3,5,12,15,WT3
13,2,2,0,0,0,1,0,2,5,4,17,1,2,1,0,0,1,0,4,8,6,WT3
13,2,2,0,0,0,0,1,4,8,7,9,1,0,1,0,0,0,0,4,7,8,WT3
12,0,2,1,0,0,0,1,1,4,2,17,1,1,1,0,0,0,0,4,10,7,WT3
20,0,0,0,0,0,0,0,7,18,13,16,0,1,0,0,0,1,1,2,7,5,WT3
7,0,0,0,0,0,0,0,2,5,4,11,1,0,1,0,0,0,0,3,7,8,WT3
35,5,1,2,0,0,1,1,10,21,11,31,7,2,2,0,0,0,1,9,21,12,WT3
10,0,2,0,0,0,3,0,1,1,10,13,0,0,0,0,0,2,1,3,6,5,WT3
46,7,6,2,0,0,1,0,11,24,11,25,3,2,2,0,0,1,0,9,17,5,WT3
19,1,0,0,0,0,1,1,1,2,10,14,0,2,0,0,0,3,1,3,3,12,WT3
9,1,0,2,0,0,1,0,3,2,2,8,3,0,2,0,0,1,0,3,3,3,WT3
15,1,0,1,0,0,0,1,4,7,7,16,1,0,1,0,0,0,1,4,9,9,WT3
83,4,11,2,0,0,3,2,11,45,14,83,4,11,2,0,0,3,2,11,45,14,TYPE1
35,3,3,1,1,2,3,1,2,14,4,13,0,2,0,0,0,0,1,3,4,5,WT3
10,0,0,0,0,0,1,1,1,3,6,7,0,0,0,0,0,1,0,4,4,9,WT3
6,0,0,0,0,0,0,0,1,4,3,14,0,1,0,0,0,3,1,2,6,7,WT3
20,0,0,0,0,0,0,0,7,18,13,20,2,1,1,0,0,0,1,6,11,8,WT3
29,0,10,0,0,0,0,0,5,20,4,10,0,1,0,0,0,0,0,2,6,3,WT3
150,12,18,4,0,0,2,2,28,106,16,37,7,8,3,0,0,0,0,12,28,10,WT3
26,10,4,0,0,0,2,1,4,14,10,61,7,5,1,0,0,1,4,6,19,12,WT3
13,0,0,0,0,0,2,1,3,6,6,12,1,0,0,0,0,1,1,1,5,7,WT3
21,2,3,1,0,0,0,0,5,11,7,128,25,21,2,0,0,0,3,25,69,18,WT3
83,4,11,2,0,0,3,2,11,45,14,27,4,0,1,0,0,1,3,5,12,15,WT3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,1,TYPE1
52,8,8,1,0,0,2,1,3,12,15,51,7,4,4,0,0,1,1,12,28,18,WT3
8,2,2,1,0,0,2,0,3,4,2,11,2,3,1,0,0,3,0,4,6,3,WT3
25,4,5,0,0,0,1,1,4,8,7,22,5,2,1,0,0,1,0,7,13,10,nonmatch
23,2,1,0,0,0,0,1,9,16,9,7,0,0,0,0,0,0,0,2,5,5,WT3
53,2,11,0,0,0,0,1,2,29,11,36,4,4,0,0,0,3,2,7,15,11,WT3
13,3,6,0,0,0,0,0,3,11,8,6,0,1,0,0,0,0,0,1,2,2,WT3
117,13,18,0,0,0,6,4,13,53,6,19,0,3,0,0,0,1,0,6,10,7,WT3
7,0,1,0,0,0,0,0,1,3,2,9,1,2,0,0,0,0,0,0,3,2,WT3
27,3,1,1,0,0,1,3,4,9,7,10,1,1,0,0,0,0,0,2,8,6,WT3
110,5,4,4,0,0,0,8,17,48,14,32,7,1,2,0,0,1,1,10,20,8,WT3
83,4,11,2,0,0,3,2,11,45,14,20,0,0,0,0,0,0,0,7,18,13,WT3
18,0,2,0,0,0,0,1,5,10,7,10,0,0,0,0,0,2,1,2,3,5,WT3
26,3,2,1,0,0,0,2,4,11,7,22,3,0,1,0,0,0,1,8,14,13,WT3
54,3,1,2,0,0,2,5,16,17,12,59,26,2,0,0,0,0,1,20,50,14,WT3
12,0,0,0,0,0,0,0,4,9,4,37,0,7,0,0,0,0,0,11,24,11,WT3
11,1,0,1,0,0,0,0,6,9,7,28,3,2,0,0,0,1,3,3,9,6,WT3
18,0,4,1,0,0,0,1,3,11,11,27,4,0,1,0,0,1,3,5,12,15,WT3
83,4,11,2,0,0,3,2,11,45,14,121,31,24,2,0,0,0,4,26,88,36,WT3
27,4,0,1,0,0,1,3,5,12,15,174,13,20,4,0,0,0,5,51,100,32,WT3
20,0,0,0,0,0,0,0,7,18,13,18,0,1,1,0,0,0,0,6,13,8,WT3
13,0,0,0,0,0,0,1,5,8,7,13,0,0,0,0,0,0,1,5,8,7,TYPE1
123,16,7,2,0,0,1,1,33,104,18,19,0,0,0,0,0,0,1,1,13,7,WT3
83,4,11,2,0,0,3,2,11,45,14,35,2,2,2,0,0,0,1,14,21,13,WT3
19,1,4,0,0,0,0,0,3,8,7,34,1,3,2,0,0,0,1,11,21,16,WT3
14,0,0,0,0,0,1,2,3,5,7,13,0,1,0,0,0,2,0,6,8,8,WT3
20,9,0,0,0,0,0,1,5,14,13,35,2,3,0,0,0,4,1,2,16,13,WT3
49,0,8,1,0,0,0,1,11,22,9,441,104,44,32,0,0,5,9,136,297,31,WT3
48,1,4,1,0,0,0,0,6,38,9,18,2,3,1,0,0,0,0,5,11,9,WT3
37,3,8,0,0,0,0,1,1,33,4,46,4,3,2,0,0,0,2,10,30,9,WT3
21,2,1,0,0,0,0,1,5,14,5,12,0,0,0,0,0,0,1,3,6,7,WT3
17,0,1,0,0,0,2,1,4,4,10,18,1,0,0,0,0,0,1,3,4,15,WT3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,2,ST3
22,3,2,2,0,0,1,0,5,11,6,15,3,0,0,0,0,0,1,5,10,5,WT3
45,3,1,0,0,0,0,3,13,32,13,72,5,12,2,0,0,0,5,12,41,16,WT3
36,1,1,1,0,0,8,3,5,10,14,63,0,0,0,0,0,0,2,2,53,12,WT3
20,0,0,0,0,0,0,0,7,18,13,12,0,2,0,0,0,0,1,2,5,5,WT3
12,0,2,0,0,0,0,1,2,5,5,9,0,0,0,0,0,0,1,1,4,8,WT3
10,0,2,0,0,0,0,1,2,5,5,124,14,23,5,0,0,1,1,35,62,22,WT3
18,1,0,2,0,0,0,1,6,11,5,14,0,1,1,0,0,0,0,4,7,7,WT3
22,2,3,0,0,0,0,2,4,11,7,22,3,5,1,0,0,0,2,4,11,9,WT3
25,0,2,2,0,0,1,1,9,12,9,126,16,21,3,0,0,1,3,28,76,15,WT3
83,4,11,2,0,0,3,2,11,45,14,83,4,11,2,0,0,3,2,11,45,14,TYPE1
110,5,4,4,0,0,0,8,17,48,14,26,5,3,2,0,0,0,1,9,15,10,WT3
30,1,4,0,0,0,2,1,4,15,9,81,16,10,9,0,0,0,1,12,37,8,WT3
37,4,3,1,0,0,0,0,19,25,7,23,1,3,1,0,0,0,1,6,12,10,WT3
20,0,0,0,0,0,0,0,7,18,13,54,7,11,0,0,0,0,1,18,32,14,WT3
15,0,1,1,0,0,0,1,3,6,4,7,0,0,0,0,0,0,0,2,5,6,nonmatch
14,0,2,0,0,0,0,1,2,5,5,20,1,1,0,0,0,1,1,5,13,9,WT3
7,0,0,0,0,0,1,0,2,4,6,19,4,1,0,0,0,0,1,4,12,5,WT3
14,1,0,1,0,0,0,1,5,9,6,71,15,9,3,0,0,1,0,16,40,10,WT3
27,1,2,2,0,0,0,1,7,12,9,58,7,4,3,0,0,0,2,10,33,16,WT3
26,0,4,0,0,0,1,1,6,11,11,17,1,2,0,0,0,0,2,1,5,6,WT3
22,0,0,0,0,0,0,0,3,6,8,22,3,5,1,0,0,0,2,4,11,9,WT3
17,3,0,0,0,0,1,1,4,11,5,17,1,0,1,0,0,2,1,4,8,5,WT3
83,4,11,2,0,0,3,2,11,45,14,13,0,1,1,0,0,0,0,5,8,6,WT3
24,3,4,1,0,0,0,1,7,15,7,26,5,3,1,0,0,0,0,6,14,9,WT3
15,0,2,1,0,0,1,1,4,6,6,110,5,4,4,0,0,0,8,17,48,14,WT3
14,1,1,1,0,0,0,0,6,9,7,47,8,4,2,0,0,1,1,7,26,14,WT3
23,2,1,0,0,0,0,1,9,16,9,20,3,1,1,0,0,0,1,6,11,8,WT3
38,5,12,1,0,0,1,3,8,15,7,7,0,0,0,0,0,0,0,2,5,5,WT3
24,0,0,0,0,0,0,1,9,18,9,88,15,8,0,0,0,2,1,21,65,23,WT3
108,5,10,3,2,10,11,1,15,62,10,20,1,0,0,0,0,0,1,2,10,8,WT3
20,0,0,0,0,0,0,0,7,18,13,10,1,0,1,0,0,0,0,5,8,6,WT3
19,1,1,1,0,0,1,1,4,11,7,32,5,1,0,0,0,0,2,10,19,8,WT3
13,0,0,0,0,0,0,1,5,8,7,12,0,0,1,0,0,0,1,4,5,7,WT3
36,6,5,0,0,0,4,1,4,16,8,11,2,0,0,0,0,1,1,2,4,8,WT3
21,2,3,0,0,0,1,0,1,7,6,159,19,4,0,0,0,0,1,4,95,18,WT3
20,4,0,1,0,0,1,1,5,12,7,23,1,1,1,0,0,0,0,10,17,18,WT3
255,44,22,18,0,0,1,5,74,171,22,59,1,1,3,0,0,2,1,25,43,13,WT3
31,1,2,1,0,0,1,0,12,22,8,29,2,1,2,0,0,1,0,9,20,10,WT3
36,1,4,0,0,0,0,3,7,17,12,9,1,2,0,0,0,0,0,0,3,2,WT3
110,5,4,4,0,0,0,8,17,48,14,16,3,0,1,0,0,0,1,4,10,11,WT3
10,2,1,1,0,0,1,0,2,3,10,36,3,6,0,0,0,2,3,3,7,13,WT3
120,14,8,10,0,0,0,1,29,78,18,21,1,1,2,0,0,0,0,9,12,9,WT3
25,2,4,0,0,0,1,1,3,8,9,8,0,0,0,0,0,1,0,5,5,10,WT3
67,0,3,1,0,0,0,4,10,39,13,76,13,7,1,0,0,0,3,17,41,12,WT3
18,2,1,0,0,0,0,1,3,11,5,25,2,4,0,0,0,0,2,3,13,6,WT3
9,1,1,0,0,0,1,0,3,4,8,10,2,0,0,0,0,1,0,4,7,5,WT3
22,2,2,0,0,0,1,2,3,5,10,58,3,10,0,0,0,1,1,13,33,13,WT3
14,1,0,0,0,0,1,2,1,3,6,19,1,0,0,0,0,1,2,3,10,6,WT3
15,0,3,2,0,0,0,0,3,3,2,12,0,2,1,0,0,0,0,3,5,3,WT3
11,0,1,1,0,0,0,0,3,4,2,14,0,3,1,0,0,2,0,2,2,2,WT3
32,2,1,2,0,0,0,0,12,24,12,34,5,1,1,0,0,0,1,4,18,13,WT3
14,1,0,1,0,0,0,0,5,10,7,51,5,3,2,0,0,2,4,13,23,11,WT3
63,0,0,0,0,0,0,2,2,53,12,20,1,0,2,0,0,1,1,8,10,9,WT3
48,1,4,1,0,0,0,0,6,38,9,20,0,0,0,0,0,0,0,7,18,13,WT3
30,1,1,0,0,0,0,3,2,15,5,49,2,3,0,0,0,0,1,2,42,3,WT3
17,2,0,1,0,0,1,1,5,9,7,110,5,4,4,0,0,0,8,17,48,14,WT3
18,0,2,1,0,0,2,0,5,8,6,13,0,0,0,0,0,0,1,5,8,7,WT3
22,3,3,1,0,0,0,1,7,14,7,11,2,1,1,0,0,1,0,3,5,6,WT3
42,6,4,1,0,0,1,2,8,18,11,12,0,0,0,0,0,0,1,3,6,7,WT3
18,2,0,2,0,0,0,0,6,12,10,30,0,0,1,0,0,0,0,10,26,13,WT3
20,0,0,0,0,0,0,0,7,18,13,83,4,11,2,0,0,3,2,11,45,14,WT3
64,11,11,2,0,0,1,0,14,31,11,77,7,14,3,0,0,13,2,16,38,12,WT3
25,4,2,2,0,0,2,0,8,12,4,20,0,0,1,1,3,1,0,6,8,7,WT3
27,3,1,1,0,0,1,3,4,9,7,32,3,2,0,0,0,0,1,8,21,8,WT3
37,2,2,0,0,0,3,1,7,20,10,76,17,3,3,0,0,1,3,22,51,11,WT3
29,5,2,2,0,0,0,1,9,19,9,17,1,2,1,0,0,1,0,4,8,6,WT3
17,1,1,1,0,0,0,1,3,8,7,26,1,0,2,0,0,0,1,7,16,15,WT3
15,1,0,0,0,0,1,1,2,5,8,11,0,0,0,0,0,1,1,0,3,5,WT3
28,1,3,1,0,0,1,1,8,16,10,21,4,0,1,0,0,1,1,5,12,14,WT3
10,1,3,0,0,0,0,0,1,4,3,17,1,1,0,0,0,0,1,4,9,11,WT3
36,1,1,1,0,0,8,3,5,10,14,63,0,0,0,0,0,0,2,2,53,12,WT3
16,1,0,0,0,0,1,1,6,10,7,24,0,4,0,0,0,4,1,2,2,9,WT3
83,4,11,2,0,0,3,2,11,45,14,37,3,0,2,0,0,0,0,19,31,12,WT3
160,16,19,4,0,0,2,2,30,113,17,34,2,2,1,0,0,0,1,11,23,10,WT3
145,31,9,5,0,0,4,4,29,102,24,45,3,1,0,0,0,0,3,13,32,13,WT3
18,0,2,0,0,0,1,1,6,10,8,22,2,0,0,0,0,0,0,10,19,9,WT3
41,1,5,1,0,0,1,1,13,22,13,17,0,0,0,0,0,0,1,2,12,6,WT3
24,3,4,1,0,0,0,1,7,15,7,41,4,0,2,1,3,3,0,14,27,12,WT3
46,4,1,0,0,0,1,7,5,16,9,13,0,0,0,0,0,0,1,2,5,6,WT3
48,0,8,3,0,0,0,3,9,22,7,13,0,1,1,0,0,0,0,5,8,6,WT3
99,30,11,11,0,0,0,2,20,65,13,26,5,0,2,0,0,1,1,8,16,12,WT3
23,1,2,1,0,0,1,1,6,7,9,24,6,4,0,0,0,1,1,4,11,10,WT3
27,0,6,1,0,0,0,0,4,6,5,21,1,2,2,0,0,0,0,6,10,9,WT3
19,5,0,1,0,0,0,0,5,13,10,46,3,3,0,0,0,0,3,2,25,4,WT3
30,8,3,2,0,0,0,0,7,17,6,30,6,3,3,0,0,0,0,7,15,7,WT3
25,2,2,2,0,0,1,0,6,13,14,27,2,0,2,0,0,0,1,11,18,13,WT3
35,5,2,1,0,0,0,2,8,22,8,12,1,0,0,0,0,1,1,3,5,6,WT3
12,0,2,0,0,0,0,1,2,5,6,9,0,0,0,0,0,0,1,1,3,5,WT3
23,2,0,0,0,0,1,1,4,10,10,41,4,3,0,0,0,1,3,2,16,8,WT3
12,1,0,0,0,0,0,1,4,7,6,81,16,10,9,0,0,0,1,12,37,8,WT3
45,5,3,0,0,0,2,3,10,21,13,29,9,4,0,0,0,0,1,3,13,11,WT3
60,2,6,1,0,0,2,2,11,31,19,13,1,0,1,0,0,0,1,4,7,7,WT3
174,33,4,0,0,0,0,12,20,131,24,22,2,2,0,0,0,1,2,3,5,10,WT3
20,0,0,0,0,0,0,0,7,18,13,19,2,3,0,0,0,0,1,2,8,5,WT3
83,4,11,2,0,0,3,2,11,45,14,51,5,3,2,0,0,2,4,13,23,11,WT3
83,4,11,2,0,0,3,2,11,45,14,9,1,0,0,0,0,0,0,5,7,11,WT3
36,1,2,3,0,0,0,0,10,24,11,7,2,0,0,0,0,0,0,0,4,2,WT3
27,4,0,1,0,0,1,3,5,12,15,22,3,0,1,0,0,0,1,9,15,20,WT3
13,0,0,0,0,0,1,1,5,6,7,17,0,2,0,0,0,2,1,3,4,9,WT3
83,4,11,2,0,0,3,2,11,45,14,11,1,0,0,0,0,0,0,4,8,9,WT3
8,1,0,0,0,0,1,0,1,5,1,33,1,6,0,0,0,0,1,6,13,10,WT3
29,1,4,1,0,0,2,1,7,14,6,21,2,2,1,0,0,1,1,6,10,7,WT3
110,5,4,4,0,0,0,8,17,48,14,16,3,1,1,0,0,0,0,5,9,8,WT3
12,1,0,0,0,0,0,1,1,5,9,61,4,0,3,0,0,1,2,19,44,16,WT3
76,19,12,12,0,0,1,0,20,28,1,12,1,0,2,0,0,1,0,6,5,3,WT3
16,2,1,0,0,0,1,1,5,7,7,46,4,1,1,0,0,1,1,2,31,11,WT3
16,0,1,0,0,0,0,1,3,9,5,15,1,1,0,0,0,0,1,4,10,5,WT3
13,0,0,0,0,0,0,1,5,8,7,47,9,0,2,0,0,0,2,13,34,14,WT3
50,0,5,4,0,0,0,2,11,25,11,12,0,0,0,0,0,0,0,4,9,4,WT3
44,12,2,3,0,0,2,1,14,25,11,24,1,1,1,0,0,3,1,5,10,8,WT3
9,3,1,0,0,0,0,0,0,4,4,35,7,1,2,0,0,0,1,7,23,10,WT3
39,1,4,3,0,0,2,1,17,17,16,20,19,17,0,0,0,1,0,4,23,14,WT3
15,0,2,1,0,0,1,1,4,6,6,115,28,17,5,0,0,1,2,16,72,13,WT3
9,1,2,0,0,0,0,0,0,3,2,32,1,3,0,0,0,2,1,11,19,18,WT3
12,0,0,1,0,0,1,1,3,4,10,47,0,3,0,1,3,0,1,5,20,14,WT3
8,0,0,0,0,0,1,0,3,4,3,15,3,3,0,0,0,1,0,3,7,3,WT3
52,4,1,3,0,0,0,2,12,39,10,171,6,6,3,2,6,11,16,18,87,23,WT3
27,0,0,0,0,0,0,2,7,19,6,10,1,0,1,0,0,0,0,5,8,6,WT3
37,1,2,0,0,0,1,1,12,27,12,53,2,2,0,0,0,1,1,12,37,25,WT3
14,1,0,0,0,0,0,1,4,9,7,21,0,1,0,0,0,3,1,2,6,11,WT3
75,19,12,12,0,0,1,0,19,27,1,16,2,0,3,0,0,1,0,8,7,4,WT3
99,16,14,1,0,0,2,4,36,77,24,20,4,2,0,0,0,1,0,4,13,6,WT3
15,2,1,1,0,0,0,0,3,8,8,10,1,0,0,0,0,0,0,0,8,4,WT3
96,3,9,9,0,0,7,3,27,31,15,26,0,1,0,0,0,2,3,3,3,11,WT3
30,1,1,0,0,0,0,3,2,15,5,326,107,22,2,0,0,0,1,108,257,24,WT3
18,0,0,1,0,0,1,1,8,10,9,19,1,2,1,0,0,1,1,5,5,11,WT3
69,17,11,2,0,0,0,2,6,42,13,16,2,1,1,0,0,1,1,3,6,4,WT3
13,0,1,1,0,0,0,0,5,8,6,7,0,0,0,0,0,0,0,2,5,5,WT3
11,0,0,0,0,0,0,1,2,6,6,40,0,0,2,0,0,2,1,17,29,11,WT3
24,2,3,1,0,0,1,0,12,14,11,59,5,7,1,0,0,1,1,20,35,15,WT3
48,1,4,1,0,0,0,0,6,38,9,124,14,6,11,0,0,0,6,24,60,16,WT3
31,5,1,1,0,0,0,1,10,22,11,99,30,11,11,0,0,0,2,20,65,13,WT3
83,4,11,2,0,0,3,2,11,45,14,14,1,0,0,0,0,1,1,2,8,5,WT3
18,2,1,0,0,0,0,1,3,11,5,38,2,1,1,0,0,0,4,5,20,8,WT3
36,3,3,2,0,0,0,3,7,14,9,38,7,2,3,0,0,0,1,9,21,10,WT3
31,5,1,2,0,0,1,0,13,23,14,27,4,0,1,0,0,1,3,5,12,15,WT3
61,16,14,6,0,0,0,0,16,52,16,27,2,2,0,0,0,2,1,5,16,7,WT3
74,10,10,1,0,0,0,2,14,39,14,31,7,2,2,0,0,0,1,9,21,12,WT3
47,1,1,0,0,0,0,1,15,35,15,35,3,1,0,0,0,1,4,2,6,11,WT3
15,1,1,0,0,0,0,1,4,10,5,7,0,0,0,0,0,0,0,2,5,5,WT3
14,1,0,1,0,0,0,1,4,6,9,11,0,0,0,0,0,0,1,2,5,6,WT3
76,12,16,0,0,0,0,3,12,47,7,18,0,2,1,0,0,2,0,5,8,6,WT3
38,4,5,0,0,0,3,1,5,20,3,25,0,2,1,0,0,0,1,8,14,8,WT3
28,4,7,1,0,0,1,0,5,12,6,124,14,23,5,0,0,1,1,35,62,22,WT3
191,94,2,6,0,0,3,4,74,163,33,11,1,1,1,0,0,0,0,2,7,6,WT3
28,1,3,1,0,0,1,1,8,16,11,35,10,1,2,0,0,1,0,10,26,15,WT3
49,4,6,0,0,0,1,4,4,21,6,27,4,0,1,0,0,1,3,5,12,15,WT3
42,3,3,3,0,0,0,1,16,30,15,20,5,2,1,0,0,2,1,6,13,8,WT3
83,4,11,2,0,0,3,2,11,45,14,67,17,20,3,0,0,0,2,13,36,10,WT3
55,4,2,0,0,0,0,0,2,37,14,15,1,2,0,0,0,0,0,2,8,6,WT3
49,5,6,1,0,0,2,3,14,21,12,61,10,7,2,0,0,2,3,14,29,10,WT3
7,1,0,0,0,0,1,0,1,4,2,28,0,8,0,0,0,6,0,11,13,6,WT3
32,2,2,0,1,3,3,0,4,11,9,53,13,5,1,0,0,2,1,6,31,11,WT3
12,1,0,0,0,0,0,1,4,7,6,27,4,0,1,0,0,1,3,5,12,16,WT3
61,13,9,0,0,0,0,1,21,46,23,52,8,4,0,0,0,0,3,6,33,6,WT3
20,0,0,0,0,0,0,0,7,18,13,7,0,0,0,0,0,0,0,3,5,6,WT3
117,21,29,1,0,0,0,1,28,78,17,29,11,0,0,0,0,0,1,5,24,7,WT3
33,0,1,2,0,0,0,1,7,20,8,11,0,0,0,0,0,1,1,0,3,5,WT3
22,0,0,0,0,0,2,2,6,12,10,16,3,0,0,0,0,0,1,5,10,7,WT3
13,1,0,0,0,0,2,1,3,6,5,46,9,0,3,0,0,0,2,16,32,8,WT3
110,5,4,4,0,0,0,8,17,48,14,23,2,0,1,0,0,0,2,4,13,6,WT3
58,7,4,3,0,0,0,2,10,33,16,12,0,2,0,0,0,0,0,0,6,6,WT3
17,4,2,1,0,0,2,0,4,7,3,19,3,3,1,0,0,2,0,3,6,2,WT3
13,3,0,0,0,0,0,1,2,8,6,10,0,1,0,0,0,1,0,2,4,5,WT3
5,0,1,0,0,0,2,0,1,1,5,26,1,1,0,0,0,2,2,9,11,14,WT3
114,9,11,9,0,0,3,1,29,68,12,16,3,1,0,0,0,1,1,4,7,9,WT3
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
14,0,0,1,0,0,0,0,6,10,9,41,1,5,1,0,0,1,1,13,22,13,WT3
7,0,0,0,0,0,0,0,2,5,4,13,0,0,0,0,0,0,2,2,5,5,WT3
19,1,0,2,0,0,0,1,5,9,9,55,5,6,1,0,0,1,2,9,30,13,WT3
33,3,0,1,0,0,0,1,10,26,6,24,5,0,1,0,0,1,1,9,16,9,WT3
110,5,4,4,0,0,0,8,17,48,14,24,5,0,1,0,0,1,1,9,16,9,WT3
13,1,1,0,0,0,0,1,2,3,7,34,5,6,1,0,0,1,0,6,14,10,WT3
83,4,11,2,0,0,3,2,11,45,14,27,4,0,1,0,0,1,3,5,12,15,WT3
13,2,2,0,0,0,0,1,4,8,7,21,4,0,1,0,0,1,1,5,12,14,WT3
6,0,0,0,0,0,1,0,2,3,4,31,9,1,1,0,0,0,1,7,23,10,WT3
83,4,11,2,0,0,3,2,11,45,14,17,2,2,0,0,0,0,1,4,8,7,WT3
20,0,0,0,0,0,0,0,7,18,13,25,2,0,1,0,0,3,3,7,11,10,WT3
11,0,2,0,0,0,0,0,3,9,12,52,8,4,0,0,0,0,3,6,33,6,WT3
13,0,0,0,0,0,0,1,5,8,7,24,1,2,1,0,0,2,1,6,14,11,WT3
19,2,3,0,0,0,0,1,2,8,5,11,0,0,0,0,0,1,1,0,3,5,WT3
18,5,4,1,0,0,2,0,5,10,2,13,0,3,0,0,0,4,0,1,1,1,WT3
83,4,11,2,0,0,3,2,11,45,14,11,0,0,0,0,0,0,1,3,5,8,WT3
32,2,2,0,1,3,3,0,4,11,9,8,0,1,0,0,0,2,0,1,1,2,WT3
38,5,12,1,0,0,1,3,8,15,7,27,4,0,1,0,0,1,3,5,12,15,WT3
23,1,1,2,0,0,1,1,6,7,11,30,0,0,5,0,0,0,3,9,11,8,WT3
83,4,11,2,0,0,3,2,11,45,14,83,4,11,2,0,0,3,2,11,45,14,TYPE1
17,4,1,1,0,0,1,0,5,10,6,10,0,0,1,0,0,1,0,4,5,6,WT3
36,1,2,1,0,0,0,4,7,17,10,46,7,6,1,0,0,1,2,13,24,14,WT3
13,2,2,0,0,0,0,1,2,7,6,16,0,2,0,0,0,0,1,2,5,5,WT3
114,9,11,9,0,0,3,1,29,68,12,29,2,3,1,0,0,1,1,5,12,12,WT3
83,4,11,2,0,0,3,2,11,45,14,17,0,1,0,0,0,1,0,2,6,8,WT3
7,0,0,0,0,0,1,1,0,0,4,493,88,42,4,4,86,0,7,39,165,30,WT3
19,1,1,1,0,0,1,1,4,11,7,11,0,0,0,0,0,2,1,2,4,4,WT3
18,2,0,1,0,0,1,1,5,8,7,9,0,0,0,0,0,0,0,1,3,4,WT3
61,4,6,0,0,0,1,3,9,30,13,33,4,5,0,0,0,1,2,6,16,13,WT3
48,1,4,1,0,0,0,0,6,38,9,12,0,2,1,0,0,0,1,1,4,2,WT3
12,0,2,0,0,0,0,1,2,5,5,11,1,0,0,0,0,0,0,3,9,7,WT3
17,1,0,0,0,0,0,1,4,10,9,34,5,5,1,0,0,0,1,9,23,17,WT3
16,0,2,1,0,0,1,0,5,9,7,14,0,3,1,0,0,2,0,2,2,3,WT3
83,4,11,2,0,0,3,2,11,45,14,10,0,0,1,0,0,0,0,4,6,7,WT3
15,2,0,0,0,0,1,1,2,9,6,174,33,4,0,0,0,0,12,20,131,24,WT3
15,1,0,0,0,0,1,1,2,5,8,27,3,1,2,0,0,1,0,11,19,15,WT3
9,1,1,0,0,0,1,0,2,4,6,54,3,1,2,0,0,2,5,16,17,12,WT3
9,1,2,0,0,0,0,0,0,3,2,13,1,4,0,0,0,0,0,3,9,8,WT3
99,6,0,0,0,0,0,1,23,94,18,176,19,19,3,0,0,0,2,37,117,28,WT3
8,0,2,0,0,0,3,0,1,3,1,6,1,0,0,0,0,1,0,1,3,1,WT3
